fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,color
0.085,0.18,0.3,0.011000000000000001,0.028,0.34,0.95,0.99272,0.028300000000000002,0.36,0.1,4,White
0.065,0.35,0.38,0.07400000000000001,0.036,0.2,1.96,0.99712,0.0347,0.48,0.091,6,White
0.068,0.22,0.26,0.012,0.041,0.29,1.82,0.99104,0.0304,0.35,0.11199999999999999,5,White
0.063,0.18,0.24,0.034,0.053,0.2,1.19,0.99373,0.0311,0.52,0.092,6,White
0.066,0.26,0.22,0.1815,0.05,0.23,1.39,0.99904,0.030600000000000002,0.5,0.092,5,White
0.066,0.3,0.45,0.08,0.038,0.54,2,0.9956,0.0318,0.48,0.095,5,White
0.063,0.34,0.27,0.025,0.024,0.4,1.52,0.99095,0.0335,0.6,0.11900000000000001,7,White
0.077,0.3,0.23,0.02,0.068,0.28,1.38,0.99382,0.0311,0.62,0.098,5,White
0.077,0.31,0.23,0.02,0.069,0.29,1.34,0.99382,0.0311,0.62,0.098,5,White
0.057,0.265,0.28,0.069,0.036,0.46,1.5,0.99299,0.0336,0.44,0.10800000000000001,7,White
0.054000000000000006,0.255,0.33,0.012,0.051,0.29,1.22,0.99048,0.0337,0.66,0.113,6,White
0.066,0.26,0.28,0.094,0.028,0.13,1.21,0.99254,0.0317,0.34,0.121,6,White
0.048,0.17,0.28,0.028999999999999998,0.03,0.22,1.11,0.9902,0.0338,0.34,0.113,7,White
0.057,0.265,0.28,0.069,0.036,0.46,1.5,0.99299,0.0336,0.44,0.10800000000000001,7,White
0.062,0.2,0.33,0.054000000000000006,0.028,0.21,0.75,0.99012,0.0336,0.41,0.135,7,White
0.075,0.28,0.41,0.013000000000000001,0.044,0.11,1.26,0.99293,0.032799999999999996,0.45,0.10300000000000001,5,White
0.062,0.22,0.2,0.20800000000000002,0.035,0.58,1.84,1.00022,0.0311,0.53,0.09,6,White
0.07,0.34,0.26,0.10300000000000001,0.041,0.51,1.66,0.99382,0.0308,0.35,0.11599999999999999,6,White
0.075,0.28,0.41,0.013000000000000001,0.044,0.11,1.26,0.99293,0.032799999999999996,0.45,0.10300000000000001,5,White
0.065,0.19,0.34,0.016,0.029,0.39,1.16,0.98954,0.0321,0.68,0.125,6,White
0.06,0.21,0.29,0.131,0.042,0.28,1.25,0.99936,0.0339,0.45,0.086,5,White
0.061,0.22,0.46,0.018000000000000002,0.16,0.34,0.74,0.9884,0.0319,0.33,0.134,6,White
0.065,0.32,0.48,0.08,0.026,0.18,0.88,0.99144,0.0322,0.79,0.127,4,White
0.071,0.21,0.72,0.016,0.167,0.65,1.2,0.99324,0.0297,0.51,0.092,5,White
0.055999999999999994,0.26,0.18,0.013999999999999999,0.034,0.18,1.35,0.99174,0.0332,0.35,0.102,6,White
0.07,0.15,0.28,0.147,0.051,0.29,1.49,0.99792,0.0296,0.39,0.09,7,White
0.07,0.15,0.28,0.147,0.051,0.29,1.49,0.99792,0.0296,0.39,0.09,7,White
0.07,0.15,0.28,0.147,0.051,0.29,1.49,0.99792,0.0296,0.39,0.09,7,White
0.07,0.15,0.28,0.147,0.051,0.29,1.49,0.99792,0.0296,0.39,0.09,7,White
0.07,0.15,0.28,0.147,0.051,0.29,1.49,0.99792,0.0296,0.39,0.09,7,White
0.07,0.15,0.28,0.147,0.051,0.29,1.49,0.99792,0.0296,0.39,0.09,7,White
0.07,0.15,0.28,0.147,0.051,0.29,1.49,0.99792,0.0296,0.39,0.09,7,White
0.07400000000000001,0.27,0.28,0.018000000000000002,0.04,0.45,1.21,0.99043,0.0302,0.4,0.11900000000000001,5,White
0.068,0.22,0.3,0.106,0.07,0.67,1.94,0.99654,0.028900000000000002,0.42,0.09,6,White
0.062,0.24,0.25,0.125,0.055,0.47,1.34,0.99758,0.033,0.51,0.09,5,White
0.063,0.28,0.29,0.068,0.051,0.4,1.43,0.99374,0.034300000000000004,0.59,0.11,6,White
0.07,0.15,0.28,0.147,0.051,0.29,1.49,0.99792,0.0296,0.39,0.09,7,White
0.055,0.17,0.23,0.028999999999999998,0.039,0.1,1.08,0.99243,0.032799999999999996,0.5,0.1,5,White
0.065,0.26,0.34,0.013999999999999999,0.04,0.25,1.84,0.99216,0.0329,0.46,0.107,5,White
0.066,0.27,0.33,0.013999999999999999,0.042,0.24,1.83,0.99215,0.0329,0.46,0.107,5,White
0.054000000000000006,0.46,0.15,0.021,0.026,0.29,1.3,0.98953,0.0339,0.77,0.134,8,White
0.078,0.19,0.32,0.07400000000000001,0.015,0.47,1.24,0.99278,0.029900000000000003,0.39,0.11,6,White
0.055,0.17,0.23,0.028999999999999998,0.039,0.1,1.08,0.99243,0.032799999999999996,0.5,0.1,5,White
0.065,0.26,0.34,0.013999999999999999,0.04,0.25,1.84,0.99216,0.0329,0.46,0.107,5,White
0.066,0.27,0.33,0.013999999999999999,0.042,0.24,1.83,0.99215,0.0329,0.46,0.107,5,White
0.078,0.19,0.32,0.07400000000000001,0.015,0.47,1.24,0.99278,0.029900000000000003,0.39,0.11,6,White
0.078,0.2,0.32,0.05,0.016,0.31,1.01,0.99186,0.029900000000000003,0.39,0.11,6,White
0.061,0.17,0.28,0.025,0.028,0.22,0.98,0.99072,0.0316,0.37,0.111,7,White
0.07400000000000001,0.2,0.35,0.061,0.025,0.1,0.4,0.99244,0.0279,0.52,0.109,5,White
0.067,0.39,0.24,0.027000000000000003,0.017,0.22,0.8,0.99084,0.030299999999999997,0.37,0.115,5,White
0.054000000000000006,0.46,0.15,0.021,0.026,0.29,1.3,0.98953,0.0339,0.77,0.134,8,White
0.069,0.4,0.17,0.129,0.033,0.59,1.86,0.99754,0.0308,0.49,0.094,5,White
0.069,0.4,0.17,0.129,0.033,0.59,1.86,0.99754,0.0308,0.49,0.094,5,White
0.069,0.4,0.17,0.129,0.033,0.59,1.86,0.99754,0.0308,0.49,0.094,5,White
0.063,0.24,0.29,0.13699999999999998,0.035,0.53,1.34,0.99567,0.0317,0.38,0.106,6,White
0.069,0.4,0.17,0.129,0.033,0.59,1.86,0.99754,0.0308,0.49,0.094,5,White
0.07400000000000001,0.27,0.31,0.024,0.014,0.15,1.43,0.99094,0.030299999999999997,0.65,0.12,4,White
0.061,0.27,0.28,0.098,0.042,0.61,1.25,0.99532,0.031400000000000004,0.42,0.102,6,White
0.063,0.24,0.29,0.13699999999999998,0.035,0.53,1.34,0.99567,0.0317,0.38,0.106,6,White
0.05,0.61,0.12,0.013000000000000001,0.009,0.65,1,0.98740000000000006,0.0326,0.37,0.135,5,White
0.067,0.42,0.39,0.121,0.04,0.61,2.48,0.99794,0.0331,0.58,0.09699999999999999,5,White
0.065,0.33,0.28,0.061,0.018,0.41,1.03,0.99122,0.032400000000000005,0.32,0.122,6,White
0.069,0.33,0.31,0.077,0.04,0.29,1.35,0.99226,0.0311,0.57,0.12300000000000001,5,White
0.065,0.33,0.28,0.061,0.018,0.41,1.03,0.99122,0.032400000000000005,0.32,0.122,6,White
0.063,0.15,0.3,0.013999999999999999,0.022,0.38,1,0.99099,0.0342,0.57,0.114,7,White
0.065,0.32,0.45,0.077,0.022,0.31,0.97,0.99134,0.032,0.7,0.127,7,White
0.067,0.42,0.39,0.121,0.04,0.61,2.48,0.99794,0.0331,0.58,0.09699999999999999,5,White
0.07400000000000001,0.25,0.29,0.068,0.02,0.31,1.13,0.99338,0.0313,0.29,0.10800000000000001,6,White
0.076,0.27,0.3,0.092,0.018,0.23,0.96,0.9938,0.0308,0.29,0.11,6,White
0.064,0.27,0.45,0.083,0.05,0.52,1.96,0.9955,0.0318,0.48,0.095,5,White
0.065,0.25,0.27,0.174,0.064,0.29,1.4,0.99776,0.032,0.49,0.10099999999999999,6,White
0.055999999999999994,0.19,0.31,0.027000000000000003,0.027,0.11,1,0.98964,0.0346,0.4,0.132,7,White
0.07400000000000001,0.29,0.48,0.128,0.037,0.615,1.82,0.99808,0.0302,0.34,0.08800000000000001,5,White
0.064,0.34,0.44,0.08199999999999999,0.043,0.54,2.01,0.99551,0.0318,0.48,0.095,5,White
0.066,0.27,0.52,0.081,0.044,0.53,2.02,0.99548,0.0318,0.48,0.095,5,White
0.066,0.26,0.52,0.08199999999999999,0.047,0.52,1.91,0.99541,0.0316,0.47,0.095,6,White
0.064,0.27,0.45,0.083,0.05,0.52,1.96,0.9955,0.0318,0.48,0.095,5,White
0.065,0.26,0.5,0.08,0.051,0.46,1.97,0.99536,0.0318,0.47,0.095,5,White
0.068,0.25,0.3,0.11800000000000001,0.043,0.53,1.33,0.99524,0.030299999999999997,0.58,0.10400000000000001,6,White
0.063,0.32,0.26,0.12,0.049,0.63,1.7,0.9961,0.031400000000000004,0.55,0.099,6,White
0.055,0.24,0.45,0.017,0.046,0.22,1.13,0.99224,0.0322,0.48,0.1,5,White
0.065,0.25,0.27,0.174,0.064,0.29,1.4,0.99776,0.032,0.49,0.10099999999999999,6,White
0.066,0.13,0.29,0.139,0.056,0.33,0.95,0.99702,0.0317,0.39,0.094,6,White
0.07,0.39,0.21,0.107,0.098,0.13,0.91,0.99657,0.030299999999999997,0.47,0.09300000000000001,5,White
0.079,0.21,0.39,0.02,0.057,0.21,1.38,0.99176,0.0305,0.52,0.109,5,White
0.07,0.3,0.28,0.022000000000000002,0.042,0.21,1.77,0.99166,0.032,0.57,0.114,5,White
0.081,0.2,0.3,0.013000000000000001,0.036,0.07,0.49,0.99242,0.029900000000000003,0.73,0.10300000000000001,5,White
0.083,0.18,0.3,0.011000000000000001,0.033,0.2,0.57,0.99109,0.0302,0.51,0.11,6,White
0.079,0.21,0.39,0.02,0.057,0.21,1.38,0.99176,0.0305,0.52,0.109,5,White
0.07200000000000001,0.17,0.34,0.064,0.042,0.16,1.11,0.99278,0.029900000000000003,0.4,0.10800000000000001,6,White
0.081,0.2,0.3,0.013000000000000001,0.036,0.07,0.49,0.99242,0.029900000000000003,0.73,0.10300000000000001,5,White
0.083,0.18,0.3,0.011000000000000001,0.033,0.2,0.57,0.99109,0.0302,0.51,0.11,6,White
0.07,0.39,0.21,0.107,0.098,0.13,0.91,0.99657,0.030299999999999997,0.47,0.09300000000000001,5,White
0.068,0.21,0.62,0.064,0.041,0.07,1.13,0.99358,0.0296,0.59,0.102,5,White
0.069,0.21,0.62,0.063,0.042,0.07,1.09,0.99358,0.0296,0.59,0.102,6,White
0.07200000000000001,0.17,0.34,0.064,0.042,0.16,1.11,0.99278,0.029900000000000003,0.4,0.10800000000000001,6,White
0.068,0.26,0.34,0.151,0.06,0.42,1.62,0.99705,0.032400000000000005,0.52,0.105,3,White
0.07200000000000001,0.28,0.38,0.02,0.052,0.23,1.56,0.9912,0.0313,0.52,0.111,5,White
0.079,0.21,0.39,0.02,0.057,0.21,1.38,0.99176,0.0305,0.52,0.109,5,White
0.07,0.3,0.28,0.022000000000000002,0.042,0.21,1.77,0.99166,0.032,0.57,0.114,5,White
0.07400000000000001,0.34,0.28,0.121,0.049,0.31,1.49,0.99677,0.0322,0.49,0.10300000000000001,5,White
0.063,0.43,0.32,0.08800000000000001,0.042,0.18,1.06,0.99172,0.032799999999999996,0.33,0.129,7,White
0.068,0.41,0.3,0.08800000000000001,0.045,0.28,1.31,0.9953,0.031200000000000002,0.59,0.099,5,White
0.063,0.4,0.24,0.051,0.036,0.43,1.31,0.99186,0.032400000000000005,0.44,0.113,6,White
0.051,0.35,0.26,0.068,0.034,0.36,1.2,0.99188,0.0338,0.4,0.115,6,White
0.051,0.35,0.26,0.068,0.034,0.36,1.2,0.99188,0.0338,0.4,0.115,6,White
0.063,0.3,0.2,0.037000000000000005,0.039,0.34,1.32,0.99158,0.03,0.38,0.107,5,White
0.069,0.28,0.28,0.122,0.042,0.52,1.39,0.99522,0.030299999999999997,0.56,0.10400000000000001,6,White
0.07,0.33,0.28,0.057,0.033,0.39,2.04,0.99176,0.0317,0.64,0.125,6,White
0.067,0.26,0.49,0.081,0.052,0.48,1.97,0.99558,0.0319,0.48,0.095,5,White
0.073,0.24,0.3,0.025,0.042,0.31,1.04,0.9911,0.0305,0.56,0.113,7,White
0.067,0.46,0.21,0.04,0.034,0.12,0.88,0.99016,0.0326,0.54,0.13,6,White
0.051,0.35,0.26,0.068,0.034,0.36,1.2,0.99188,0.0338,0.4,0.115,6,White
0.051,0.23,0.18,0.01,0.053,0.13,0.99,0.98956,0.0322,0.39,0.115,5,White
0.063,0.4,0.24,0.051,0.036,0.43,1.31,0.99186,0.032400000000000005,0.44,0.113,6,White
0.071,0.44,0.23,0.057999999999999996,0.035,0.24,1,0.99062,0.0315,0.57,0.132,7,White
0.048,0.26,0.23,0.106,0.034,0.23,1.11,0.99274,0.0346,0.28,0.115,7,White
0.068,0.31,0.19,0.035,0.086,0.3,1.3,0.993,0.028300000000000002,0.44,0.096,5,White
0.068,0.31,0.19,0.035,0.086,0.3,1.3,0.993,0.028300000000000002,0.44,0.096,5,White
0.07,0.15,0.29,0.16399999999999998,0.058,0.45,1.1,0.9978,0.0315,0.37,0.09699999999999999,6,White
0.065,0.41,0.22,0.048,0.052,0.49,1.42,0.9946,0.031400000000000004,0.62,0.092,5,White
0.062,0.31,0.23,0.033,0.052,0.34,1.13,0.99429,0.0316,0.48,0.084,5,White
0.08,0.27,0.33,0.012,0.05,0.41,1.03,0.99002,0.03,0.45,0.124,6,White
0.08,0.27,0.33,0.012,0.05,0.41,1.03,0.99002,0.03,0.45,0.124,6,White
0.065,0.41,0.22,0.048,0.052,0.49,1.42,0.9946,0.031400000000000004,0.62,0.092,5,White
0.062,0.31,0.23,0.033,0.052,0.34,1.13,0.99429,0.0316,0.48,0.084,5,White
0.067,0.37,0.25,0.025,0.028,0.24,0.84,0.9909,0.031400000000000004,0.36,0.11699999999999999,6,White
0.066,0.21,0.5,0.087,0.036,0.41,1.91,0.99294,0.0296,0.56,0.11,6,White
0.075,0.26,0.31,0.016,0.032,0.36,1.09,0.99044,0.0297,0.43,0.11900000000000001,6,White
0.075,0.34,0.28,0.04,0.028,0.46,1,0.98958,0.032,0.5,0.132,7,White
0.067,0.37,0.25,0.025,0.028,0.24,0.84,0.9909,0.031400000000000004,0.36,0.11699999999999999,6,White
0.064,0.32,0.23,0.162,0.055,0.36,1.76,0.9986,0.0326,0.54,0.091,5,White
0.067,0.24,0.32,0.09,0.023,0.2,1.09,0.99262,0.0334,0.35,0.126,6,White
0.064,0.32,0.23,0.162,0.055,0.36,1.76,0.9986,0.0326,0.54,0.091,5,White
0.071,0.39,0.79,0.013999999999999999,0.194,0.23,0.9,0.99212,0.0317,0.46,0.105,6,White
0.08199999999999999,0.31,0.43,0.07,0.047,0.18,0.87,0.99628,0.0323,0.64,0.106,5,White
0.067,0.24,0.32,0.09,0.023,0.2,1.09,0.99262,0.0334,0.35,0.126,6,White
0.059000000000000004,0.17,0.29,0.031,0.03,0.32,1.23,0.98913,0.0341,0.33,0.13699999999999998,7,White
0.059000000000000004,0.2,0.23,0.015,0.037,0.38,0.93,0.99021,0.0336,0.49,0.12,6,White
0.066,0.32,0.26,0.046,0.031,0.26,1.2,0.99198,0.034,0.73,0.125,7,White
0.059000000000000004,0.12,0.27,0.048,0.03,0.4,1.1,0.99226,0.0355,0.68,0.121,6,White
0.059000000000000004,0.18,0.29,0.046,0.032,0.68,1.37,0.99159,0.0321,0.38,0.113,6,White
0.059000000000000004,0.2,0.23,0.015,0.037,0.38,0.93,0.99021,0.0336,0.49,0.12,6,White
0.054000000000000006,0.17,0.27,0.027000000000000003,0.049,0.28,1.04,0.99224,0.0346,0.55,0.10300000000000001,6,White
0.061,0.21,0.3,0.063,0.039,0.47,1.36,0.99068,0.0327,0.31,0.127,6,White
0.073,0.25,0.26,0.07200000000000001,0.048,0.52,2.07,0.99587,0.031200000000000002,0.37,0.092,5,White
0.073,0.25,0.26,0.07200000000000001,0.048,0.52,2.07,0.99587,0.031200000000000002,0.37,0.092,5,White
0.062,0.22,0.3,0.124,0.054,1.08,1.52,0.99728000000000006,0.031,0.47,0.095,6,White
0.065,0.27,0.19,0.066,0.045,0.98,1.75,0.99364,0.0316,0.34,0.10099999999999999,6,White
0.065,0.27,0.19,0.066,0.045,0.98,1.75,0.99364,0.0316,0.34,0.10099999999999999,6,White
0.066,0.39,0.22,0.04,0.038,0.17,0.98,0.99018,0.0325,0.53,0.13,7,White
0.06,0.31,0.38,0.048,0.04,0.41,1.01,0.98968,0.032400000000000005,0.56,0.131,6,White
0.084,0.23,0.32,0.013000000000000001,0.048,0.59,1.13,0.99178,0.031,0.55,0.11,6,White
0.073,0.25,0.26,0.07200000000000001,0.048,0.52,2.07,0.99587,0.031200000000000002,0.37,0.092,5,White
0.06,0.22,0.25,0.111,0.056,1.12,1.77,0.9961,0.0308,0.36,0.094,6,White
0.062,0.22,0.3,0.124,0.054,1.08,1.52,0.99728000000000006,0.031,0.47,0.095,6,White
0.061,0.23,0.27,0.098,0.055,0.74,1.34,0.99534,0.0316,0.4,0.102,6,White
0.065,0.27,0.19,0.066,0.045,0.98,1.75,0.99364,0.0316,0.34,0.10099999999999999,6,White
0.073,0.36,0.54,0.133,0.054,0.63,1.93,0.99864,0.030600000000000002,0.49,0.086,4,White
0.076,0.37,0.51,0.11699999999999999,0.094,0.58,1.81,0.99776,0.0291,0.51,0.09,5,White
0.067,0.26,0.51,0.08,0.062,0.5,1.94,0.99545,0.0313,0.5,0.096,5,White
0.07400000000000001,0.22,0.27,0.016,0.057,0.45,0.98,0.99299,0.0329,0.44,0.099,7,White
0.061,0.22,0.28,0.1655,0.059,0.54,1.35,0.99665,0.032,0.38,0.105,5,White
0.071,0.28,0.31,0.015,0.053,0.2,0.98,0.99069,0.0315,0.5,0.114,5,White
0.065,0.35,0.31,0.102,0.069,0.58,1.7,0.99692,0.0318,0.49,0.094,5,White
0.068,0.73,0.2,0.066,0.054,0.25,0.65,0.99324,0.031200000000000002,0.28,0.111,4,White
0.06,0.28,0.24,0.17800000000000002,0.047,0.42,1.11,0.99896,0.031,0.45,0.08900000000000001,6,White
0.06,0.28,0.24,0.17800000000000002,0.047,0.42,1.11,0.99896,0.031,0.45,0.08900000000000001,6,White
0.071,0.2,0.37,0.015,0.049,0.28,1.29,0.99226,0.0315,0.52,0.10800000000000001,5,White
0.068,0.33,0.31,0.07400000000000001,0.045,0.34,1.43,0.99226,0.030600000000000002,0.55,0.122,6,White
0.06,0.28,0.24,0.17800000000000002,0.047,0.42,1.11,0.99896,0.031,0.45,0.08900000000000001,6,White
0.07200000000000001,0.24,0.36,0.02,0.029,0.21,0.63,0.99076,0.0313,0.63,0.125,6,White
0.068,0.33,0.31,0.07400000000000001,0.045,0.34,1.43,0.99226,0.030600000000000002,0.55,0.122,6,White
0.07200000000000001,0.24,0.36,0.02,0.029,0.21,0.63,0.99076,0.0313,0.63,0.125,6,White
0.06,0.28,0.24,0.17800000000000002,0.047,0.42,1.11,0.99896,0.031,0.45,0.08900000000000001,6,White
0.062,0.27,0.26,0.121,0.046,0.43,1.27,0.9951,0.0316,0.37,0.10800000000000001,6,White
0.064,0.38,0.26,0.08199999999999999,0.043,0.28,0.98,0.99234,0.029900000000000003,0.31,0.114,6,White
0.071,0.2,0.37,0.015,0.049,0.28,1.29,0.99226,0.0315,0.52,0.10800000000000001,5,White
0.06,0.21,0.3,0.087,0.036,0.47,1.27,0.99368,0.0318,0.39,0.106,5,White
0.07,0.34,0.1,0.035,0.044,0.17,0.63,0.9937,0.0301,0.39,0.092,5,White
0.059000000000000004,0.435,0.16,0.064,0.031,0.21,1.34,0.99151,0.032400000000000005,0.46,0.122,6,White
0.07,0.25,0.33,0.021,0.021,0.17,0.76,0.99021,0.0326,0.45,0.12300000000000001,6,White
0.067,0.26,0.29,0.077,0.038,0.4,1.79,0.99479,0.0323,0.56,0.10400000000000001,6,White
0.07,0.24,0.3,0.12300000000000001,0.035,0.72,1.72,0.9954,0.029900000000000003,0.57,0.10400000000000001,6,White
0.085,0.23,0.34,0.013000000000000001,0.035,0.54,1.1,0.99176,0.030699999999999998,0.55,0.11,7,White
0.06,0.21,0.3,0.087,0.036,0.47,1.27,0.99368,0.0318,0.39,0.106,5,White
0.07,0.34,0.1,0.035,0.044,0.17,0.63,0.9937,0.0301,0.39,0.092,5,White
0.048,0.65,0.12,0.011000000000000001,0.013,0.04,0.1,0.99246,0.0332,0.36,0.135,4,White
0.061,0.22,0.38,0.027999999999999997,0.144,0.12,0.65,0.9908,0.029500000000000002,0.64,0.114,6,White
0.057999999999999996,0.27,0.26,0.035,0.071,0.26,0.69,0.98994,0.031,0.38,0.115,6,White
0.05,0.455,0.18,0.019,0.036,0.33,1.06,0.98746,0.0321,0.83,0.14,7,White
0.065,0.33,0.3,0.038,0.036,0.34,0.88,0.99028,0.0325,0.63,0.125,7,White
0.065,0.33,0.3,0.038,0.036,0.34,0.88,0.99028,0.0325,0.63,0.125,7,White
0.067,0.31,0.3,0.024,0.038,0.3,0.83,0.98867,0.030899999999999997,0.36,0.128,7,White
0.062,0.39,0.24,0.048,0.037,0.45,1.38,0.99174,0.0323,0.43,0.11199999999999999,7,White
0.062,0.39,0.24,0.048,0.037,0.45,1.38,0.99174,0.0323,0.43,0.11199999999999999,7,White
0.071,0.37,0.3,0.062,0.04,0.49,1.39,0.99021,0.0317,0.27,0.136,6,White
0.07200000000000001,0.23,0.82,0.013000000000000001,0.149,0.7,1.09,0.99304,0.029300000000000003,0.42,0.092,6,White
0.065,0.33,0.3,0.038,0.036,0.34,0.88,0.99028,0.0325,0.63,0.125,7,White
0.07200000000000001,0.25,0.32,0.015,0.054,0.24,1.05,0.99154,0.0317,0.48,0.111,6,White
0.062,0.39,0.24,0.048,0.037,0.45,1.38,0.99174,0.0323,0.43,0.11199999999999999,7,White
0.047,0.455,0.18,0.019,0.036,0.33,1.06,0.98746,0.0321,0.83,0.14,7,White
0.071,0.37,0.3,0.062,0.04,0.49,1.39,0.99021,0.0317,0.27,0.136,6,White
0.062,0.28,0.51,0.079,0.056,0.49,2.06,0.9956,0.0318,0.52,0.094,5,White
0.064,0.35,0.28,0.016,0.037,0.31,1.13,0.98779,0.031200000000000002,0.4,0.142,7,White
0.066,0.31,0.28,0.013999999999999999,0.035,0.28,1.07,0.98836,0.03,0.4,0.132,6,White
0.07400000000000001,0.25,0.37,0.026000000000000002,0.05,0.24,1.32,0.99138,0.0304,0.53,0.11199999999999999,6,White
0.073,0.36,0.34,0.14800000000000002,0.057,0.46,1.73,0.99751,0.031400000000000004,0.57,0.102,5,White
0.067,0.31,0.3,0.024,0.038,0.3,0.83,0.98867,0.030899999999999997,0.36,0.128,7,White
0.086,0.31,0.3,0.009000000000000001,0.045,0.16,1.09,0.99249,0.029500000000000002,0.39,0.10099999999999999,5,White
0.086,0.31,0.3,0.009000000000000001,0.045,0.16,1.09,0.99249,0.029500000000000002,0.39,0.10099999999999999,5,White
0.086,0.22,0.33,0.012,0.031,0.38,0.95,0.99239,0.028300000000000002,0.31,0.10300000000000001,5,White
0.069,0.14,0.29,0.099,0.056,0.3,0.91,0.99512,0.0319,0.33,0.099,6,White
0.065,0.22,0.31,0.039,0.046,0.17,1.06,0.99098,0.0315,0.31,0.115,5,White
0.066,0.32,0.47,0.156,0.063,0.27,1.73,0.99872,0.0318,0.56,0.09,5,White
0.066,0.32,0.47,0.156,0.063,0.27,1.73,0.99872,0.0318,0.56,0.09,5,White
0.061,0.28,0.26,0.015,0.03,0.25,1.01,0.98894,0.030299999999999997,0.41,0.121,6,White
0.062,0.3,0.28,0.016,0.036,0.28,1.06,0.988245,0.031400000000000004,0.41,0.133,6,White
0.069,0.22,0.28,0.078,0.05,0.43,1.16,0.99326,0.0322,0.6,0.115,8,White
0.087,0.31,0.21,0.055999999999999994,0.039,0.28,0.67,0.99328,0.0296,0.52,0.11,4,White
0.073,0.27,0.3,0.013000000000000001,0.04,0.26,0.84,0.99222,0.032799999999999996,0.53,0.107,6,White
0.07,0.46,0.2,0.16699999999999998,0.046,0.5,1.84,0.99898,0.0308,0.56,0.094,5,White
0.057,0.23,0.25,0.0795,0.042,0.16,1.08,0.99486,0.0344,0.61,0.10300000000000001,6,White
0.065,0.36,0.36,0.067,0.185,0.515,1.51,0.99528,0.0317,0.42,0.09300000000000001,5,White
0.08199999999999999,0.18,0.38,0.011000000000000001,0.04,0.41,0.92,0.99062,0.0288,0.6,0.12,6,White
0.062,0.27,0.32,0.063,0.048,0.47,1.59,0.99282,0.0321,0.6,0.11,6,White
0.069,0.4,0.37,0.08900000000000001,0.053,0.36,1.48,0.996,0.0316,0.5,0.09300000000000001,5,White
0.049,0.345,0.34,0.01,0.068,0.32,1.43,0.99138,0.032400000000000005,0.4,0.10099999999999999,5,White
0.07200000000000001,0.23,0.39,0.015,0.053,0.26,1.06,0.99166,0.0318,0.47,0.111,6,White
0.064,0.2,0.15,0.066,0.046,0.26,1.13,0.99408,0.029900000000000003,0.58,0.099,6,White
0.061,0.27,0.32,0.062,0.048,0.47,1.61,0.99281,0.0322,0.6,0.11,6,White
0.062,0.27,0.32,0.063,0.048,0.47,1.59,0.99282,0.0321,0.6,0.11,6,White
0.06,0.3,0.33,0.021,0.042,0.31,1.27,0.98964,0.0332,0.42,0.125,6,White
0.061,0.3,0.32,0.022000000000000002,0.042,0.41,1.42,0.98952,0.0331,0.44,0.127,7,White
0.057,0.14,0.3,0.054000000000000006,0.045,0.26,1.05,0.99469,0.0332,0.45,0.09300000000000001,5,White
0.069,0.4,0.37,0.08900000000000001,0.053,0.36,1.48,0.996,0.0316,0.5,0.09300000000000001,5,White
0.049,0.345,0.34,0.01,0.068,0.32,1.43,0.99138,0.032400000000000005,0.4,0.10099999999999999,5,White
0.063,0.33,0.2,0.179,0.066,0.36,1.61,0.9991,0.031400000000000004,0.51,0.08800000000000001,5,White
0.07,0.16,0.3,0.026000000000000002,0.043,0.34,0.9,0.99047,0.0288,0.47,0.11199999999999999,6,White
0.084,0.22,0.3,0.013000000000000001,0.038,0.45,1.22,0.99178,0.0313,0.54,0.10800000000000001,7,White
0.063,0.33,0.2,0.179,0.066,0.36,1.61,0.9991,0.031400000000000004,0.51,0.08800000000000001,5,White
0.07,0.16,0.3,0.026000000000000002,0.043,0.34,0.9,0.99047,0.0288,0.47,0.11199999999999999,6,White
0.054000000000000006,0.24,0.18,0.023,0.05,0.22,1.45,0.99207,0.032400000000000005,0.46,0.10300000000000001,5,White
0.077,0.31,0.36,0.043,0.026,0.15,0.87,0.99152,0.0311,0.48,0.12,5,White
0.055999999999999994,0.185,0.19,0.071,0.048,0.36,1.1,0.99438,0.0326,0.41,0.095,6,White
0.055999999999999994,0.185,0.19,0.071,0.048,0.36,1.1,0.99438,0.0326,0.41,0.095,6,White
0.066,0.43,0.24,0.11900000000000001,0.04,0.54,1.59,0.99622,0.031400000000000004,0.54,0.098,6,White
0.076,0.39,0.46,0.11699999999999999,0.084,0.55,1.7,0.99773,0.0291,0.51,0.09,5,White
0.07200000000000001,0.58,0.27,0.057999999999999996,0.032,0.4,1.18,0.99088,0.0317,0.53,0.13,7,White
0.06,0.34,0.32,0.038,0.044,0.13,1.16,0.99108,0.0339,0.44,0.11800000000000001,7,White
0.075,0.35,0.48,0.124,0.056,0.61,1.765,0.99803,0.0297,0.52,0.08800000000000001,5,White
0.073,0.38,0.23,0.065,0.05,0.18,1.02,0.99304,0.031,0.55,0.11199999999999999,4,White
0.054000000000000006,0.185,0.19,0.071,0.048,0.36,1.1,0.99438,0.0326,0.41,0.095,6,White
0.063,0.27,0.51,0.076,0.049,0.35,2,0.99548,0.0316,0.54,0.094,4,White
0.065,0.29,0.52,0.079,0.049,0.35,1.92,0.99551,0.0316,0.51,0.095,6,White
