"","fk_decision_rule_id","fk_factor_id","week"
"4290",1,5,10
"4291",7,4,36
"4292",1,5,14
"4293",4,6,50
"4294",5,5,45
"4295",2,5,52
"4296",4,1,34
"4297",3,2,40
"4298",7,6,11
"4299",8,6,2
"4300",8,2,27
"4301",8,6,46
"4302",8,5,44
"4303",5,2,15
"4304",8,3,45
"4305",6,4,35
"4306",7,2,7
"4307",8,2,50
"4308",6,5,35
"4309",4,6,21
"4310",4,2,25
"4311",5,4,5
"4312",8,5,40
"4313",6,5,46
"4314",8,2,3
"4315",2,5,19
"4316",6,2,10
"4317",7,4,21
"4318",2,1,24
"4319",3,1,33
"4320",4,1,41
"4321",9,2,35
"4322",1,5,19
"4323",4,3,26
"4324",1,5,30
"4325",9,2,10
"4326",5,6,9
"4327",9,4,14
"4328",3,1,10
"4329",8,2,44
"4330",5,4,49
"4331",6,1,48
"4332",3,3,41
"4333",10,4,51
"4334",8,2,7
"4335",7,3,4
"4336",4,6,25
"4337",3,6,25
"4338",8,5,49
"4339",6,2,45
"4340",6,5,33
"4341",9,4,22
"4342",9,4,51
"4343",1,6,33
"4344",2,2,25
"4345",3,6,38
"4346",6,3,3
"4347",5,3,46
"4348",3,2,33
"4349",3,1,40
"4350",5,4,30
"4351",9,3,13
"4352",9,5,18
"4353",10,4,42
"4354",8,3,12
"4355",4,2,16
"4356",1,3,44
"4357",4,4,17
"4358",10,5,4
"4359",4,6,28
"4360",8,4,6
"4361",5,3,39
"4362",8,3,37
"4363",7,5,28
"4364",8,3,47
"4365",4,3,51
"4366",3,1,8
"4367",5,4,22
"4368",6,4,25
"4369",4,1,10
"4370",2,3,30
"4371",5,3,9
"4372",6,4,13
"4373",2,2,49
"4374",2,2,28
"4375",3,4,22
"4376",5,5,49
"4377",7,3,51
"4378",6,1,41
"4379",9,4,39
"4380",3,3,47
"4381",7,5,24
"4382",4,4,16
"4383",2,3,30
"4384",8,3,15
"4385",4,2,35
"4386",4,1,45
"4387",7,5,19
"4388",7,5,36
"4389",5,1,17
"4390",4,2,35
"4391",1,3,12
"4392",6,5,38
"4393",1,4,10
"4394",9,3,24
"4395",10,5,23
"4396",3,5,4
"4397",8,3,6
"4398",3,2,38
"4399",4,5,46
"4400",3,1,45
"4401",4,2,22
"4402",1,2,27
"4403",1,6,36
"4404",4,4,28
"4405",6,6,39
"4406",4,5,49
"4407",2,4,27
"4408",9,2,40
"4409",3,3,20
"4410",3,5,9
"4411",2,1,16
"4412",2,1,12
"4413",9,5,26
"4414",7,3,13
"4415",9,5,12
"4416",8,1,24
"4417",10,2,43
"4418",6,4,15
"4419",1,5,9
"4420",2,3,43
"4421",6,4,46
"4422",9,6,7
"4423",10,2,29
"4424",8,1,15
"4425",4,2,29
"4426",5,2,13
"4427",7,1,40
"4428",6,5,30
"4429",4,1,9
"4430",8,2,49
"4431",2,5,37
"4432",9,3,10
"4433",5,2,25
"4434",2,1,23
"4435",6,2,13
"4436",4,4,22
"4437",5,6,44
"4438",4,4,21
"4439",7,4,44
"4440",3,5,29
"4441",1,5,40
"4442",4,4,20
"4443",4,4,33
"4444",3,5,34
"4445",3,6,6
"4446",5,1,45
"4447",3,6,42
"4448",5,4,8
"4449",4,6,36
"4450",7,1,18
"4451",7,3,34
"4452",7,6,35
"4453",9,4,12
"4454",4,1,13
"4455",7,5,47
"4456",6,1,12
"4457",10,5,27
"4458",8,6,40
"4459",1,2,17
"4460",8,4,9
"4461",9,4,6
"4462",6,2,6
"4463",6,4,44
"4464",7,2,46
"4465",6,6,18
"4466",5,4,32
"4467",3,2,52
"4468",9,4,29
"4469",1,5,25
"4470",9,6,33
"4471",1,1,41
"4472",8,5,36
"4473",7,3,44
"4474",2,2,16
"4475",3,2,12
"4476",3,5,31
"4477",1,2,33
"4478",10,5,6
"4479",8,3,44
"4480",5,5,5
"4481",5,2,11
"4482",4,4,40
"4483",4,4,24
"4484",3,4,15
"4485",4,1,15
"4486",1,4,23
"4487",4,4,38
"4488",7,6,13
"4489",1,5,45
"4490",4,1,40
"4491",4,3,8
"4492",4,5,23
"4493",6,3,41
"4494",3,2,23
"4495",2,4,10
"4496",7,4,4
"4497",5,3,49
"4498",5,5,48
"4499",3,4,16
"4500",5,5,5
"4501",2,5,17
"4502",3,3,6
"4503",4,2,8
"4504",2,4,35
"4505",5,6,7
"4506",7,5,49
"4507",8,4,24
"4508",5,2,45
"4509",8,3,32
"4510",4,4,15
"4511",8,4,9
"4512",2,2,46
"4513",3,3,49
"4514",7,3,38
"4515",5,4,2
"4516",9,6,14
"4517",10,4,6
"4518",3,2,28
"4519",5,2,19
"4520",6,4,37
"4521",9,5,14
"4522",3,2,10
"4523",7,3,28
"4524",1,2,2
"4525",2,6,7
"4526",9,2,49
"4527",7,3,23
"4528",3,4,50
"4529",1,5,25
"4530",10,3,41
"4531",6,1,5
"4532",9,1,29
"4533",10,4,5
"4534",9,4,46
"4535",7,2,2
"4536",4,6,21
"4537",9,2,2
"4538",5,1,22
"4539",5,1,2
"4540",2,2,18
"4541",5,5,8
"4542",7,3,51
"4543",4,1,1
"4544",4,4,40
"4545",2,3,49
"4546",2,4,25
"4547",7,5,27
"4548",2,6,50
"4549",5,3,1
"4550",1,6,40
"4551",5,2,37
"4552",1,2,24
"4553",7,3,46
"4554",8,5,39
"4555",9,6,43
"4556",7,5,11
"4557",4,5,41
"4558",2,1,12
"4559",9,5,28
"4560",10,2,52
"4561",6,4,33
"4562",1,6,25
"4563",8,1,31
"4564",1,5,32
"4565",5,5,45
"4566",3,3,33
"4567",9,4,15
"4568",9,3,38
"4569",5,3,11
"4570",5,5,1
"4571",4,2,22
"4572",5,2,7
"4573",5,3,24
"4574",2,3,48
"4575",10,4,50
"4576",8,5,28
"4577",8,3,7
"4578",2,2,2
"4579",10,4,12
"4580",6,5,22
"4581",1,4,17
"4582",8,3,33
"4583",8,5,4
"4584",3,5,26
"4585",8,5,52
"4586",6,5,20
"4587",9,5,10
"4588",10,3,9
"4589",5,4,37
"4590",1,3,10
"4591",9,5,20
"4592",9,1,12
"4593",1,2,38
"4594",1,1,19
"4595",3,5,14
"4596",7,2,21
"4597",9,3,49
"4598",9,3,7
"4599",4,5,30
"4600",8,5,34
"4601",4,3,45
"4602",8,3,26
"4603",10,4,48
"4604",8,2,28
"4605",5,5,51
"4606",4,2,49
"4607",3,2,37
"4608",4,6,23
"4609",2,5,11
"4610",7,6,37
"4611",6,5,20
"4612",4,2,20
"4613",8,1,8
"4614",2,3,21
"4615",9,1,40
"4616",6,4,38
"4617",10,5,11
"4618",8,1,28
"4619",2,1,6
"4620",9,6,19
"4621",2,5,2
"4622",4,2,43
"4623",5,4,18
"4624",6,5,52
"4625",2,5,25
"4626",4,2,49
"4627",3,3,7
"4628",2,2,41
"4629",5,4,29
"4630",6,3,8
"4631",5,3,46
"4632",10,4,41
"4633",9,4,12
"4634",8,6,13
"4635",6,5,23
"4636",1,3,47
"4637",2,2,19
"4638",9,3,6
"4639",2,4,39
"4640",8,5,12
"4641",7,2,48
"4642",5,4,5
"4643",4,5,27
"4644",10,6,14
"4645",1,3,51
"4646",7,4,51
"4647",1,3,47
"4648",7,6,37
"4649",2,5,8
"4650",10,3,37
"4651",7,6,47
"4652",2,4,31
"4653",2,2,26
"4654",10,4,30
"4655",6,3,28
"4656",4,5,28
"4657",8,4,37
"4658",4,4,1
"4659",2,4,43
"4660",2,1,28
"4661",6,3,16
"4662",5,4,25
"4663",4,5,43
"4664",7,3,15
"4665",8,5,3
"4666",6,3,18
"4667",4,4,43
"4668",9,2,48
"4669",4,4,31
"4670",8,4,43
"4671",4,5,52
"4672",9,5,24
"4673",3,3,32
"4674",6,5,21
"4675",6,5,45
"4676",3,1,2
"4677",4,1,40
"4678",5,6,36
"4679",7,4,11
"4680",10,6,2
"4681",8,2,38
"4682",5,5,39
"4683",7,5,29
"4684",10,1,8
"4685",9,1,9
"4686",7,4,16
"4687",3,1,6
"4688",7,5,35
"4689",3,5,10
"4690",8,6,37
"4691",3,6,7
"4692",2,5,51
"4693",6,4,19
"4694",5,3,46
"4695",3,6,49
"4696",7,2,33
"4697",10,3,2
"4698",9,3,11
"4699",3,1,31
"4700",6,3,15
"4701",9,4,10
"4702",8,3,43
"4703",4,1,18
"4704",10,5,19
"4705",3,1,36
"4706",4,5,5
"4707",4,4,14
"4708",5,5,28
"4709",3,5,14
"4710",7,4,5
"4711",1,5,43
"4712",4,2,46
"4713",3,4,38
"4714",7,5,8
"4715",4,5,10
"4716",3,4,50
"4717",2,2,41
"4718",2,4,22
"4719",7,1,49
"4720",1,5,23
"4721",3,4,13
"4722",6,3,24
"4723",1,4,46
"4724",10,4,38
"4725",8,6,27
"4726",8,5,38
"4727",2,2,49
"4728",4,5,21
"4729",6,5,35
"4730",4,5,41
"4731",2,4,19
"4732",1,5,21
"4733",8,5,37
"4734",1,4,30
"4735",2,2,34
"4736",9,4,38
"4737",6,3,31
"4738",7,5,5
"4739",10,1,46
"4740",10,1,14
"4741",8,4,15
"4742",9,3,29
"4743",4,3,34
"4744",10,5,16
"4745",6,1,27
"4746",9,4,31
"4747",6,2,40
"4748",5,3,24
"4749",7,6,28
"4750",10,5,10
"4751",1,5,17
"4752",2,3,45
"4753",5,3,15
"4754",10,2,4
"4755",4,1,2
"4756",3,4,12
"4757",3,2,41
"4758",7,1,14
"4759",4,4,27
"4760",2,2,15
"4761",7,5,32
"4762",10,4,51
"4763",3,2,20
"4764",8,1,43
"4765",2,1,7
"4766",5,1,49
"4767",9,3,29
"4768",1,4,2
"4769",6,3,16
"4770",4,3,3
"4771",10,4,50
"4772",7,2,36
"4773",1,2,20
"4774",10,6,16
"4775",7,2,29
"4776",2,4,49
"4777",7,3,42
"4778",2,3,47
"4779",4,1,37
"4780",9,5,30
"4781",9,2,10
"4782",6,3,26
"4783",3,5,13
"4784",8,4,48
"4785",3,4,36
"4786",6,3,10
"4787",5,1,21
"4788",8,3,2
"4789",9,2,27
"4790",7,3,34
"4791",8,6,34
"4792",8,5,46
"4793",2,4,38
"4794",1,2,46
"4795",7,2,22
"4796",10,5,13
"4797",8,4,7
"4798",3,2,23
"4799",2,4,8
"4800",6,1,34
"4801",2,3,26
"4802",10,4,9
"4803",2,4,48
"4804",5,2,28
"4805",1,3,35
"4806",2,3,47
"4807",10,1,16
"4808",8,4,10
"4809",4,5,37
"4810",5,5,34
"4811",10,5,27
"4812",5,3,23
"4813",6,6,50
"4814",9,6,43
"4815",2,2,18
"4816",6,3,27
"4817",2,2,11
"4818",7,5,46
"4819",7,1,21
"4820",6,2,34
"4821",4,2,44
"4822",9,4,17
"4823",5,2,35
"4824",5,4,42
"4825",1,1,30
"4826",7,5,50
"4827",4,3,38
"4828",7,3,7
"4829",5,5,27
"4830",10,1,8
"4831",2,1,22
"4832",1,3,8
"4833",3,2,6
"4834",4,3,42
"4835",6,2,13
"4836",8,2,25
"4837",4,5,26
"4838",5,6,14
"4839",9,2,42
"4840",7,2,35
"4841",6,3,2
"4842",10,4,39
"4843",1,3,15
"4844",5,3,36
"4845",6,3,14
"4846",10,3,38
"4847",8,4,13
"4848",6,6,37
"4849",4,1,50
"4850",4,4,31
"4851",9,4,48
"4852",9,6,46
"4853",4,4,23
"4854",9,4,37
"4855",9,5,4
"4856",10,3,50
"4857",8,3,23
"4858",8,1,19
"4859",7,4,32
"4860",8,4,5
"4861",2,4,45
"4862",10,2,45
"4863",9,5,38
"4864",6,6,13
"4865",1,1,11
"4866",5,6,19
"4867",1,5,10
"4868",2,5,36
"4869",5,1,3
"4870",6,3,38
"4871",3,2,8
"4872",2,2,50
"4873",7,3,19
"4874",5,5,26
"4875",5,3,28
"4876",5,1,17
"4877",8,3,45
"4878",7,5,21
"4879",2,4,26
"4880",6,4,12
"4881",9,1,33
"4882",5,2,37
"4883",5,6,24
"4884",7,1,12
"4885",8,6,27
"4886",7,5,40
"4887",6,1,9
"4888",4,2,34
"4889",3,4,17
"4890",1,4,41
"4891",9,4,28
"4892",2,3,40
"4893",2,2,16
"4894",7,4,45
"4895",4,1,30
"4896",4,5,4
"4897",7,4,12
"4898",1,5,47
"4899",5,1,40
"4900",6,3,29
"4901",3,2,21
"4902",10,5,1
"4903",5,6,12
"4904",9,6,40
"4905",2,5,42
"4906",2,4,36
"4907",8,2,45
"4908",3,2,40
"4909",7,2,5
"4910",3,3,33
"4911",5,3,29
"4912",5,5,47
"4913",2,3,16
"4914",9,1,34
"4915",2,6,4
"4916",6,3,11
"4917",2,2,47
"4918",2,2,32
"4919",5,2,20
"4920",6,4,8
"4921",9,6,26
"4922",10,2,7
"4923",7,4,4
"4924",10,3,20
"4925",2,5,23
"4926",3,5,35
"4927",3,4,7
"4928",3,3,8
"4929",3,2,6
"4930",3,3,49
"4931",2,2,20
"4932",1,5,48
"4933",2,5,20
"4934",3,5,21
"4935",6,2,9
"4936",8,3,13
"4937",2,4,45
"4938",3,3,23
"4939",5,3,8
"4940",6,4,11
"4941",3,5,11
"4942",6,4,2
"4943",6,5,36
"4944",1,2,36
"4945",6,3,47
"4946",8,5,14
"4947",8,2,46
"4948",8,2,42
"4949",10,6,3
"4950",3,4,3
"4951",4,3,17
"4952",9,2,4
"4953",2,3,12
"4954",3,5,48
"4955",3,3,44
"4956",3,6,30
"4957",4,3,48
"4958",9,3,21
"4959",1,4,1
"4960",3,4,15
"4961",8,1,24
"4962",5,5,47
"4963",2,2,12
"4964",7,6,12
"4965",5,5,14
"4966",7,5,48
"4967",1,3,9
"4968",9,5,44
"4969",6,1,11
"4970",8,5,23
"4971",9,4,20
"4972",1,4,12
"4973",3,2,39
"4974",1,3,39
"4975",9,6,47
"4976",4,5,25
"4977",10,4,37
"4978",2,4,38
"4979",3,2,16
"4980",5,3,6
"4981",6,6,10
"4982",3,2,48
"4983",6,2,4
"4984",4,3,20
"4985",9,5,17
"4986",7,4,32
"4987",5,3,12
"4988",7,1,28
"4989",9,3,41
"4990",1,5,25
"4991",4,5,9
"4992",9,6,7
"4993",7,5,50
"4994",3,1,41
"4995",8,3,45
"4996",7,4,43
"4997",4,4,36
"4998",5,2,19
"4999",2,5,18
"5000",6,3,49
"5001",5,5,11
"5002",1,4,47
"5003",9,1,28
"5004",9,5,31
"5005",9,1,10
"5006",6,1,5
"5007",9,4,18
"5008",10,2,15
"5009",9,1,35
"5010",2,2,11
"5011",8,6,14
"5012",6,5,50
"5013",8,4,17
"5014",6,6,22
"5015",4,2,13
"5016",2,5,25
"5017",9,3,34
"5018",3,5,19
"5019",3,2,1
"5020",4,5,48
"5021",4,3,45
"5022",3,3,17
"5023",8,1,22
"5024",10,2,34
"5025",8,3,31
"5026",8,3,18
"5027",2,3,27
"5028",5,4,49
"5029",6,5,40
"5030",3,4,7
"5031",8,3,15
"5032",9,6,35
"5033",8,4,24
"5034",6,5,25
"5035",9,2,12
"5036",2,1,50
"5037",6,4,31
"5038",6,3,19
"5039",8,2,26
"5040",2,6,48
"5041",5,4,12
"5042",7,5,11
"5043",4,3,10
"5044",2,2,23
"5045",5,2,9
"5046",7,5,35
"5047",8,6,11
"5048",8,2,19
"5049",9,4,23
"5050",5,5,28
"5051",2,6,46
"5052",5,2,6
"5053",6,2,3
"5054",9,5,13
"5055",3,5,27
"5056",5,5,10
"5057",6,5,33
"5058",3,5,49
"5059",2,2,45
"5060",9,2,52
"5061",8,5,13
"5062",6,5,13
"5063",10,3,14
"5064",9,6,6
"5065",3,4,23
"5066",4,3,26
"5067",4,3,28
"5068",6,3,28
"5069",3,4,17
"5070",6,5,31
"5071",2,6,20
"5072",6,5,32
"5073",7,2,43
"5074",1,3,6
"5075",6,2,19
"5076",9,3,41
"5077",8,2,43
"5078",3,2,3
"5079",8,4,15
"5080",5,3,31
"5081",9,3,13
"5082",2,6,1
"5083",8,5,30
"5084",8,4,4
"5085",6,5,46
"5086",1,3,16
"5087",5,5,9
"5088",2,5,17
"5089",5,5,27
"5090",1,2,10
"5091",9,6,26
"5092",9,2,49
"5093",8,1,43
"5094",9,3,14
"5095",2,3,4
"5096",6,4,29
"5097",6,2,33
"5098",7,5,24
"5099",2,6,5
"5100",5,3,28
"5101",3,3,23
"5102",3,3,39
"5103",4,5,10
"5104",7,4,8
"5105",10,5,25
"5106",8,2,6
"5107",6,3,49
"5108",4,4,44
"5109",3,2,45
"5110",8,5,18
"5111",4,5,18
"5112",8,3,14
"5113",1,5,28
"5114",5,5,32
"5115",5,2,1
"5116",9,3,16
"5117",8,1,43
"5118",2,2,20
"5119",9,4,15
"5120",3,4,40
"5121",9,5,49
"5122",1,5,51
"5123",7,3,1
"5124",2,1,5
"5125",10,3,9
"5126",5,5,44
"5127",2,4,28
"5128",2,4,51
"5129",9,3,49
"5130",6,5,3
"5131",2,3,26
"5132",9,5,11
"5133",8,5,15
"5134",2,3,19
"5135",1,5,31
"5136",10,6,12
"5137",10,4,39
"5138",8,4,20
"5139",8,6,40
"5140",4,6,1
"5141",7,5,7
"5142",4,1,26
"5143",8,3,39
"5144",4,3,14
"5145",6,1,11
"5146",10,1,52
"5147",3,5,15
"5148",3,5,47
"5149",6,6,20
"5150",5,2,35
"5151",4,4,34
"5152",2,4,6
"5153",4,3,45
"5154",10,2,43
"5155",5,2,46
"5156",4,1,12
"5157",2,6,3
"5158",3,5,28
"5159",2,4,15
"5160",7,4,45
"5161",2,4,32
"5162",6,2,37
"5163",4,5,4
"5164",1,2,29
"5165",9,6,2
"5166",8,1,31
"5167",10,5,37
"5168",1,5,31
"5169",7,4,11
"5170",5,4,25
"5171",2,3,14
"5172",4,3,27
"5173",9,3,34
"5174",9,4,23
"5175",9,5,31
"5176",3,2,33
"5177",7,6,46
"5178",8,2,17
"5179",6,4,23
"5180",6,3,14
"5181",8,5,3
"5182",9,2,19
"5183",3,2,24
"5184",8,2,16
"5185",4,5,42
"5186",10,5,7
"5187",7,6,29
"5188",9,4,14
"5189",2,2,23
"5190",8,4,38
"5191",8,3,3
"5192",5,5,2
"5193",9,1,34
"5194",3,5,49
"5195",8,4,9
"5196",4,6,11
"5197",1,5,13
"5198",10,4,34
"5199",3,5,22
"5200",6,3,10
"5201",7,5,44
"5202",1,4,38
"5203",9,6,42
"5204",10,2,33
"5205",5,1,12
"5206",5,2,44
"5207",5,2,6
"5208",8,3,35
"5209",6,4,19
"5210",2,2,8
"5211",9,1,26
"5212",3,1,33
"5213",6,3,35
"5214",5,2,38
"5215",5,2,10
"5216",6,5,27
"5217",4,2,8
"5218",4,2,14
"5219",2,4,22
"5220",6,2,24
"5221",2,3,32
"5222",7,5,35
"5223",4,3,3
"5224",5,3,4
"5225",1,1,52
"5226",8,1,15
"5227",4,3,51
"5228",8,4,42
"5229",4,6,33
"5230",10,5,36
"5231",8,4,51
"5232",5,2,32
"5233",4,3,5
"5234",1,1,25
"5235",9,5,52
"5236",3,5,27
"5237",9,3,4
"5238",8,5,50
"5239",5,3,44
"5240",6,1,31
"5241",5,4,13
"5242",6,2,3
"5243",8,5,49
"5244",2,3,50
"5245",6,1,46
"5246",8,6,18
"5247",5,1,32
"5248",9,1,51
"5249",10,4,48
"5250",10,5,45
"5251",9,5,42
"5252",7,5,36
"5253",3,4,30
"5254",3,4,12
"5255",8,6,36
"5256",10,5,42
"5257",2,2,5
"5258",9,6,27
"5259",2,3,49
"5260",2,5,33
"5261",9,3,38
"5262",6,3,4
"5263",9,5,7
"5264",10,4,11
"5265",9,5,28
"5266",5,6,5
"5267",2,2,13
"5268",7,5,16
"5269",5,6,45
"5270",1,2,33
"5271",8,6,41
"5272",2,3,7
"5273",3,4,50
"5274",6,5,49
"5275",1,5,27
"5276",5,4,41
"5277",5,4,36
"5278",7,5,47
"5279",5,3,20
"5280",9,4,29
"5281",4,5,51
"5282",9,1,6
"5283",7,2,36
"5284",10,5,45
"5285",7,5,36
"5286",1,4,5
"5287",5,6,25
"5288",3,1,32
"5289",4,6,37
"5290",7,2,13
"5291",2,1,26
"5292",9,6,17
"5293",1,4,30
"5294",1,5,39
"5295",9,3,36
"5296",2,1,47
"5297",9,4,24
"5298",8,6,16
"5299",8,2,19
"5300",9,5,48
"5301",10,2,35
"5302",4,3,26
"5303",9,5,18
"5304",5,3,9
"5305",7,6,2
"5306",1,6,50
"5307",6,4,29
"5308",3,3,13
"5309",8,2,2
"5310",3,6,4
"5311",8,2,48
"5312",6,5,14
"5313",7,3,36
"5314",4,6,20
"5315",5,3,34
"5316",10,5,50
"5317",7,4,20
"5318",2,3,18
"5319",2,5,22
"5320",3,5,28
"5321",1,3,51
"5322",7,2,25
"5323",6,1,7
"5324",2,4,52
"5325",10,4,45
"5326",5,3,44
"5327",8,3,13
"5328",6,2,6
"5329",5,5,36
"5330",6,6,6
"5331",2,2,25
"5332",9,1,38
"5333",1,4,15
"5334",8,5,52
"5335",5,2,16
"5336",4,2,13
"5337",6,6,5
"5338",8,6,45
"5339",4,1,16
"5340",2,2,22
"5341",6,2,30
"5342",4,4,27
"5343",10,4,32
"5344",8,4,8
"5345",7,2,45
"5346",9,3,29
"5347",8,3,49
"5348",6,5,41
"5349",5,4,21
"5350",6,5,44
"5351",2,4,22
"5352",10,5,31
"5353",6,5,16
"5354",9,2,9
"5355",3,3,37
"5356",6,2,19
"5357",2,3,50
"5358",6,4,10
"5359",4,2,37
"5360",2,6,37
"5361",7,2,32
"5362",10,4,45
"5363",6,5,22
"5364",8,4,51
"5365",8,2,6
"5366",7,2,43
"5367",5,5,38
"5368",5,1,25
"5369",3,5,22
"5370",7,4,34
"5371",2,2,35
"5372",2,1,25
"5373",5,5,10
"5374",10,6,46
"5375",4,2,7
"5376",4,6,13
"5377",6,6,3
"5378",10,2,6
"5379",8,3,14
"5380",5,4,5
"5381",4,2,33
"5382",4,4,50
"5383",6,3,25
"5384",5,4,38
"5385",9,3,32
"5386",3,3,49
"5387",9,6,2
"5388",8,6,10
"5389",2,3,19
"5390",8,2,4
"5391",9,6,36
"5392",10,1,20
"5393",5,5,43
"5394",2,4,50
"5395",9,2,51
"5396",3,4,41
"5397",5,4,28
"5398",6,3,33
"5399",9,5,8
"5400",7,6,27
"5401",7,1,41
"5402",8,4,38
"5403",3,3,38
"5404",4,3,29
"5405",2,5,38
"5406",9,4,6
"5407",2,5,16
"5408",9,3,46
"5409",4,3,22
"5410",8,2,25
"5411",9,3,6
"5412",6,2,44
"5413",5,3,27
"5414",4,6,35
"5415",8,6,3
"5416",5,2,36
"5417",9,4,50
"5418",9,1,24
"5419",8,2,6
"5420",2,1,1
"5421",8,2,46
"5422",8,1,41
"5423",8,5,18
"5424",9,5,9
"5425",9,6,42
"5426",2,5,10
"5427",2,6,22
"5428",4,3,50
"5429",7,5,23
"5430",10,5,46
"5431",9,6,39
"5432",2,3,21
"5433",1,5,19
"5434",5,1,40
"5435",6,4,40
"5436",6,3,35
"5437",6,3,46
"5438",4,2,23
"5439",8,5,12
"5440",1,6,27
"5441",5,3,39
"5442",6,2,47
"5443",3,4,32
"5444",8,1,32
"5445",8,4,4
"5446",5,3,22
"5447",8,5,42
"5448",2,3,19
"5449",3,2,19
"5450",4,4,45
"5451",7,4,33
"5452",1,6,38
"5453",3,4,21
"5454",4,5,15
"5455",1,5,3
"5456",6,3,29
"5457",6,2,47
"5458",8,3,16
"5459",8,6,39
"5460",3,3,34
"5461",8,6,10
"5462",6,5,17
"5463",9,3,22
"5464",5,5,27
"5465",3,2,35
"5466",5,3,43
"5467",5,5,48
"5468",6,6,43
"5469",3,6,23
"5470",4,6,12
"5471",5,6,26
"5472",4,4,11
"5473",10,2,13
"5474",6,4,8
"5475",4,2,15
"5476",3,5,2
"5477",7,6,31
"5478",5,1,33
"5479",9,6,7
"5480",4,4,30
"5481",8,5,39
"5482",7,5,49
"5483",4,1,9
"5484",4,2,23
"5485",8,6,15
"5486",4,1,15
"5487",1,2,9
"5488",4,1,38
"5489",9,4,44
"5490",6,4,22
"5491",4,3,40
"5492",5,1,37
"5493",5,1,21
"5494",2,4,7
"5495",4,4,25
"5496",1,2,45
"5497",7,6,46
"5498",7,5,16
"5499",3,6,2
"5500",4,6,24
"5501",6,3,31
"5502",8,5,50
"5503",5,6,46
"5504",6,6,12
"5505",5,3,20
"5506",7,5,35
"5507",4,5,50
"5508",8,2,41
"5509",4,2,9
"5510",8,4,25
"5511",5,5,31
"5512",3,1,26
"5513",6,6,47
"5514",5,3,8
"5515",1,3,20
"5516",8,2,12
"5517",7,5,49
"5518",8,4,47
"5519",9,1,10
"5520",9,4,44
"5521",6,2,23
"5522",4,3,44
"5523",1,4,47
"5524",6,3,45
"5525",10,4,42
"5526",2,5,25
"5527",6,4,15
"5528",10,1,42
"5529",2,3,14
"5530",5,2,40
"5531",3,3,19
"5532",6,3,22
"5533",5,5,38
"5534",5,2,20
"5535",5,1,32
"5536",3,1,49
"5537",9,3,30
"5538",7,5,7
"5539",8,3,43
"5540",1,3,42
"5541",8,1,2
"5542",2,1,50
"5543",2,4,17
"5544",8,5,28
"5545",7,5,20
"5546",9,3,30
"5547",6,2,7
"5548",2,5,44
"5549",10,5,44
"5550",2,4,29
"5551",6,3,22
"5552",2,4,45
"5553",3,1,21
"5554",1,4,27
"5555",1,5,9
"5556",3,5,7
"5557",4,2,33
"5558",3,3,27
"5559",4,4,45
"5560",8,3,11
"5561",5,1,41
"5562",5,5,13
"5563",3,4,50
"5564",5,5,17
"5565",9,3,42
"5566",8,6,22
"5567",2,5,45
"5568",2,2,42
"5569",3,5,45
"5570",2,2,22
"5571",9,6,50
"5572",6,3,44
"5573",6,2,5
"5574",10,5,49
"5575",7,2,4
"5576",9,4,27
"5577",4,5,5
"5578",5,2,34
"5579",9,5,25
"5580",7,4,35
"5581",8,4,4
"5582",3,5,42
"5583",2,5,41
"5584",5,1,37
"5585",7,3,47
"5586",3,3,2
"5587",1,3,29
"5588",4,1,26
"5589",8,2,12
"5590",1,5,3
"5591",9,2,13
"5592",9,2,18
"5593",8,4,6
"5594",5,5,47
"5595",1,6,9
"5596",2,4,15
"5597",3,2,39
"5598",8,1,25
"5599",9,3,32
"5600",7,4,16
"5601",9,2,8
"5602",7,1,32
"5603",6,6,1
"5604",7,2,21
"5605",5,6,32
"5606",7,1,1
"5607",8,3,37
"5608",10,1,33
"5609",9,4,45
"5610",4,2,13
"5611",4,5,50
"5612",9,5,16
"5613",7,4,38
"5614",1,4,50
"5615",4,2,38
"5616",5,1,37
"5617",8,2,28
"5618",7,3,23
"5619",7,4,51
"5620",7,2,23
"5621",7,3,9
"5622",7,3,9
"5623",3,4,51
"5624",6,2,15
"5625",9,4,44
"5626",6,4,2
"5627",5,5,39
"5628",9,3,37
"5629",4,4,28
"5630",1,2,40
"5631",7,4,30
"5632",1,1,28
"5633",5,4,4
"5634",6,6,45
"5635",9,2,51
"5636",2,2,44
"5637",3,4,29
"5638",4,2,38
"5639",2,5,32
"5640",6,2,11
"5641",9,4,33
"5642",4,5,37
"5643",6,3,3
"5644",9,6,15
"5645",8,1,22
"5646",9,1,18
"5647",3,2,52
"5648",5,3,50
"5649",7,3,43
"5650",10,3,39
"5651",2,4,47
"5652",1,3,43
"5653",5,5,52
"5654",5,3,29
"5655",5,2,32
"5656",3,5,46
"5657",2,5,36
"5658",9,5,24
"5659",4,4,28
"5660",8,4,39
"5661",9,1,10
"5662",6,3,8
"5663",9,4,11
"5664",5,2,11
"5665",4,5,48
"5666",5,3,24
"5667",3,3,49
"5668",6,2,38
"5669",10,6,6
"5670",8,4,42
"5671",5,6,16
"5672",9,5,37
"5673",5,1,43
"5674",3,2,17
"5675",8,3,20
"5676",9,5,5
"5677",6,3,52
"5678",4,3,45
"5679",2,2,48
"5680",7,5,32
"5681",6,6,44
"5682",6,3,51
"5683",2,2,23
"5684",7,3,8
"5685",4,4,48
"5686",2,1,25
